source_dp,source_dotted,source_label,kind,verb_or_field,target,target_label,confidence,rationale,warns
"6,311227",6.3.1.1.2.2.7,Compensation du risque,crossLink,IsRelatedTo,6.3.1.1.2.2.6,Effet dur-facile,0.38,"Feeling protected can involve overconfidence, but the hard-easy effect is a narrower calibration bias about task difficulty.",
"6,311227",6.3.1.1.2.2.7,Compensation du risque,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"6,311227",6.3.1.1.2.2.7,Compensation du risque,AIF_skosDirectRef,,CauseToEffect_Inference,,,skos:broadMatch,
"6,31123",6.3.1.1.2.3,Apophénie,crossLink,IsRelatedTo,6.3.1.1.2.3.2,Corrélation illusoire,0.93,Apophénie is the broader tendency to see patterns; illusory correlation is a central case where the perceived pattern is a false relation between variables.,
"6,31123",6.3.1.1.2.3,Apophénie,crossLink,Leverages,6.3.1.1.2.3.4,Preuve anecdotique,0.82,"Apophénie often builds a supposed pattern from isolated salient events, as in the lucky-hat example.",
"6,31123",6.3.1.1.2.3,Apophénie,crossLink,Leverages,6.3.1.1.2.3.1,Insensibilité à la taille de l'échantillon,0.74,Seeing meaning in random events commonly ignores that a few occurrences are too small a sample to establish a reliable pattern.,
"6,31123",6.3.1.1.2.3,Apophénie,crossLink,Allows,6.3.1.1.2.3.3,Illusion de validité,0.7,"Once a spurious pattern is perceived, it can support overconfidence in interpretation or prediction.",
"6,31123",6.3.1.1.2.3,Apophénie,AIF_skosDirectRef,,Sign_Inference,,,skos:closeMatch,
"6,31123",6.3.1.1.2.3,Apophénie,AIF_skosDirectRef,,CorrelationToCause_Inference,,,skos:closeMatch,
"6,31123",6.3.1.1.2.3,Apophénie,AIF_skosExceptionRef,,SignFromOtherEvents_Conflict,,,skos:closeMatch,
"6,31123",6.3.1.1.2.3,Apophénie,AIF_skosExceptionRef,,OtherCausalFactorsInvolved_Conflict,,,skos:closeMatch,
"6,311231",6.3.1.1.2.3.1,Insensibilité à la taille de l'échantillon,crossLink,Allows,6.3.1.1.2.3.4,Preuve anecdotique,0.86,Ignoring sample size makes it easier to treat one or a few cases as sufficient support for a general claim.,
"6,311231",6.3.1.1.2.3.1,Insensibilité à la taille de l'échantillon,crossLink,Allows,6.3.1.1.2.3.2,Corrélation illusoire,0.72,"Small samples can produce unstable apparent associations, so neglecting sample size can open the door to illusory correlations.",
"6,311231",6.3.1.1.2.3.1,Insensibilité à la taille de l'échantillon,crossLink,Allows,6.3.1.1.2.3.3,Illusion de validité,0.67,Overconfidence in predictions from weak or undersized data is facilitated by neglecting sample-size limits.,
"6,311231",6.3.1.1.2.3.1,Insensibilité à la taille de l'échantillon,crossLink,IsRelatedTo,3,Erreur mathématique,0.7,"The error concerns quantitative/statistical reliability, but it is more specifically a sampling-size neglect than a generic mathematical mistake.",
"6,311231",6.3.1.1.2.3.1,Insensibilité à la taille de l'échantillon,AIF_skosDirectRef,,InductiveInference_Scheme,,,skos:closeMatch,
"6,311231",6.3.1.1.2.3.1,Insensibilité à la taille de l'échantillon,AIF_skosExceptionRef,,WeakestLink_Conflict,,,skos:closeMatch,
"6,311232",6.3.1.1.2.3.2,Corrélation illusoire,crossLink,IsRelatedTo,6.3.1.1.2.3,Apophénie,0.9,L’illusion de corrélation est un cas particulier d’apophénie: voir un motif ou un lien dans des événements aléatoires.,
"6,311232",6.3.1.1.2.3.2,Corrélation illusoire,crossLink,Leverages,6.3.1.1.2.3.4,Preuve anecdotique,0.82,Elle s’appuie souvent sur quelques épisodes anecdotiques pour inférer une relation générale inexistante.,
"6,311232",6.3.1.1.2.3.2,Corrélation illusoire,crossLink,Leverages,6.3.1.1.2.3.1,Insensibilité à la taille de l'échantillon,0.68,Ignorer la faiblesse ou la taille réduite de l’échantillon facilite la perception d’une corrélation illusoire.,
"6,311232",6.3.1.1.2.3.2,Corrélation illusoire,crossLink,Allows,6.3.1.1.2.3.3,Illusion de validité,0.62,Une corrélation perçue à tort peut ouvrir la voie à une surestimation de sa capacité prédictive.,
"6,311232",6.3.1.1.2.3.2,Corrélation illusoire,AIF_skosDirectRef,,CorrelationToCause_Inference,,,skos:broadMatch,
"6,311232",6.3.1.1.2.3.2,Corrélation illusoire,AIF_skosDirectRef,,Sign_Inference,,,skos:broadMatch,
"6,311232",6.3.1.1.2.3.2,Corrélation illusoire,AIF_skosExceptionRef,,OtherCausalFactorsInvolved_Conflict,,,skos:broadMatch,
"6,311233",6.3.1.1.2.3.3,Illusion de validité,crossLink,Leverages,6.3.1.1.2.3,Apophénie,0.78,"L’illusion de validité repose souvent sur la détection de motifs ou de liens dans des données bruitées, mécanisme général de l’apophénie.",
"6,311233",6.3.1.1.2.3.3,Illusion de validité,crossLink,IsRelatedTo,6.3.1.1.2.3.2,Corrélation illusoire,0.72,"La corrélation illusoire porte sur la perception d’un lien inexistant, tandis que l’illusion de validité surestime la portée interprétative ou prédictive d’un lien perçu.",
"6,311233",6.3.1.1.2.3.3,Illusion de validité,crossLink,IsRelatedTo,6.3.1.1.2.3.1,Insensibilité à la taille de l'échantillon,0.58,Négliger la taille de l’échantillon peut renforcer une confiance excessive dans des corrélations peu fiables.,
"6,311233",6.3.1.1.2.3.3,Illusion de validité,AIF_skosDirectRef,,Sign_Inference,,,skos:closeMatch,
"6,311233",6.3.1.1.2.3.3,Illusion de validité,AIF_skosExceptionRef,,OtherCausalFactorsInvolved_Conflict,,,skos:closeMatch,
"6,311234",6.3.1.1.2.3.4,Preuve anecdotique,crossLink,Leverages,6.3.1.1.2.3.1,Insensibilité à la taille de l'échantillon,0.9,Anecdotal proof depends on treating an extremely small sample as evidentially adequate.,
"6,311234",6.3.1.1.2.3.4,Preuve anecdotique,crossLink,Allows,6.3.1.1.2.3.2,Corrélation illusoire,0.72,A single striking incident can open the door to inferring a spurious relationship between variables.,
"6,311234",6.3.1.1.2.3.4,Preuve anecdotique,crossLink,IsRelatedTo,1,Insuffisance,0.78,The core defect is evidential insufficiency: one isolated case cannot establish a general rule.,
"6,311234",6.3.1.1.2.3.4,Preuve anecdotique,crossLink,IsRelatedTo,6.3.1.1.2.3,Apophénie,0.62,It can be a specific form of finding meaningful patterns in sparse or accidental events.,
"6,311234",6.3.1.1.2.3.4,Preuve anecdotique,AIF_skosDirectRef,,Example_Inference,,,skos:closeMatch,
"6,311234",6.3.1.1.2.3.4,Preuve anecdotique,AIF_skosDirectRef,,InductiveInference_Scheme,,,skos:closeMatch,
"6,311234",6.3.1.1.2.3.4,Preuve anecdotique,AIF_skosExceptionRef,,WeakestLink_Conflict,,,skos:closeMatch,
"6,311235",6.3.1.1.2.3.5,Sophisme animiste,crossLink,Leverages,6.3.1.1.2.3,Apophénie,0.72,Animist interpretation often creates intentional meaning in natural events where no such pattern or message is warranted.,bad_map:skos:relatedMatch
"6,311235",6.3.1.1.2.3.5,Sophisme animiste,crossLink,IsRelatedTo,6.3.1.1.2.3.5.1,Anthropomorphisme,0.9,Both attribute agency-like traits to non-human or non-living entities; anthropomorphism is the specifically human-trait version.,bad_map:skos:relatedMatch
"6,311235",6.3.1.1.2.3.5,Sophisme animiste,AIF_skosDirectRef,,Sign_Inference,,,skos:relatedMatch,bad_map:skos:relatedMatch
"6,311235",6.3.1.1.2.3.5,Sophisme animiste,AIF_skosExceptionRef,,PropertyNotExistant_Conflict,,,skos:relatedMatch,bad_map:skos:relatedMatch
"6,3112351",6.3.1.1.2.3.5.1,Anthropomorphisme,crossLink,IsRelatedTo,6.3.1.1.2.3.5,Sophisme animiste,0.9,"Anthropomorphisme est une forme spécifique du sophisme animiste, centrée sur l’attribution de traits humains.",
"6,3112351",6.3.1.1.2.3.5.1,Anthropomorphisme,crossLink,IsRelatedTo,4,Erreur de raisonnement,0.55,L’erreur consiste souvent à inférer indûment des états mentaux humains à partir d’objets ou de phénomènes non humains.,
"6,3112351",6.3.1.1.2.3.5.1,Anthropomorphisme,AIF_skosDirectRef,,Analogy_Inference,,,skos:broadMatch,
"6,3112351",6.3.1.1.2.3.5.1,Anthropomorphisme,AIF_skosExceptionRef,,DifferencesUndermineSimilarity_Conflict,,,skos:broadMatch,
"6,312",6.3.1.2,Biais émotionnels,crossLink,IsRelatedTo,6.3.1,Biais naturels,0.78,Emotional biases are a subtype or manifestation of natural human cognitive biases.,
"6,312",6.3.1.2,Biais émotionnels,crossLink,Leverages,6.3.1.1,Biais d’attention,0.62,Emotion-driven judgment often operates by selectively directing attention toward emotionally salient information.,
"6,312",6.3.1.2,Biais émotionnels,crossLink,Allows,6.3.1.2.1,Effet de valence,0.86,Being swayed by emotions permits positive or negative valence to distort optimism or pessimism.,
"6,312",6.3.1.2,Biais émotionnels,crossLink,Allows,6.3.1.2.2,Raisonnement émotionnel,0.9,Emotional bias creates the opening for treating a strong feeling as if it were evidence of truth.,
"6,312",6.3.1.2,Biais émotionnels,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"6,3121",6.3.1.2.1,Effet de valence,crossLink,IsRelatedTo,6.3.1.2,Biais émotionnels,0.95,L’effet de valence est un cas particulier de jugement influencé par les émotions.,
"6,3121",6.3.1.2.1,Effet de valence,crossLink,IsRelatedTo,6.3.1.2.1.1,Biais de négativité,0.82,Le biais de négativité correspond au versant pessimiste ou négatif de l’effet de valence.,
"6,3121",6.3.1.2.1,Effet de valence,crossLink,IsRelatedTo,6.3.1.2.2,Raisonnement émotionnel,0.62,"Les deux impliquent une influence indue de l’état émotionnel sur le jugement, mais le raisonnement émotionnel prend le ressenti comme preuve de vérité.",
"6,3121",6.3.1.2.1,Effet de valence,AIF_skosDirectRef,,Bias_Inference,,,skos:closeMatch,
"6,312111",6.3.1.2.1.1.1,Biais de pessimisme,crossLink,IsRelatedTo,6.3.1.2.1.1,Biais de négativité,0.9,Le biais de pessimisme est une forme particulière de focalisation sur les issues défavorables au détriment des positives.,
"6,312111",6.3.1.2.1.1.1,Biais de pessimisme,crossLink,IsRelatedTo,6.3.1.2.1.1.2,Distorsion cognitive,0.78,Il constitue une distorsion cognitive négative portant spécifiquement sur l’estimation des probabilités.,
"6,312111",6.3.1.2.1.1.1,Biais de pessimisme,crossLink,Mirrors,6.3.1.2.1.1.1.2,Loi de Murphy,0.72,La loi de Murphy exprime une structure voisine: anticiper que les événements négatifs sont plus probables qu’ils ne le sont réellement.,
"6,312111",6.3.1.2.1.1.1,Biais de pessimisme,crossLink,IsRelatedTo,3,Erreur mathématique,0.55,"Le biais implique une mauvaise estimation quantitative des probabilités, sans être nécessairement une erreur mathématique formelle.",
"6,312111",6.3.1.2.1.1.1,Biais de pessimisme,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"6,3121111",6.3.1.2.1.1.1.1,Psychologie inversée,crossLink,Leverages,2,Influence,0.82,Reverse psychology is an influence tactic that manipulates a person into choosing the opposite of the stated request.,
"6,3121111",6.3.1.2.1.1.1.1,Psychologie inversée,crossLink,IsRelatedTo,4,Erreur de raisonnement,0.58,Inferring that someone really means the opposite of what they say is typically an incoherent or weak interpretive move unless supported by context.,
"6,3121111",6.3.1.2.1.1.1.1,Psychologie inversée,AIF_skosDirectRef,,Sign_Inference,,,skos:broadMatch,
"6,3121111",6.3.1.2.1.1.1.1,Psychologie inversée,AIF_skosExceptionRef,,Commitment_Inference,,,skos:broadMatch,
"6,3121112",6.3.1.2.1.1.1.2,Loi de Murphy,crossLink,IsRelatedTo,6.3.1.2.1.1.1,Biais de pessimisme,0.95,"La loi de Murphy est une forme spécifique de biais de pessimisme, surestimant la probabilité des issues négatives.",
"6,3121112",6.3.1.2.1.1.1.2,Loi de Murphy,crossLink,IsRelatedTo,3,Erreur mathématique,0.45,"Elle peut impliquer une mauvaise estimation probabiliste, mais ce n’est pas nécessairement une erreur mathématique explicite.",
"6,3121112",6.3.1.2.1.1.1.2,Loi de Murphy,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"6,3121113",6.3.1.2.1.1.1.3,Pensée à somme nulle,crossLink,Allows,6.3.1.2.1.1.1.3.1,Sophisme d'une masse fixe de travail,0.9,Zero-sum thinking is the broader fixed-resource assumption that enables the specific lump-of-labour fallacy.,
"6,3121113",6.3.1.2.1.1.1.3,Pensée à somme nulle,AIF_skosDirectRef,,ConflictingGoals_Conflict,,,skos:closeMatch,
"6,3121113",6.3.1.2.1.1.1.3,Pensée à somme nulle,AIF_skosDirectRef,,Dilemma_Inference,,,skos:closeMatch,
"6,31211131",6.3.1.2.1.1.1.3.1,Sophisme d'une masse fixe de travail,crossLink,Leverages,6.3.1.2.1.1.1.3,Pensée à somme nulle,0.95,The fixed-lump-of-labor fallacy is a specific economic instance of zero-sum thinking: one group’s jobs are presumed to come at another’s expense.,
"6,31211131",6.3.1.2.1.1.1.3.1,Sophisme d'une masse fixe de travail,crossLink,IsRelatedTo,3,Erreur mathématique,0.55,"It involves a mistaken quantitative assumption that the total amount of work is fixed, though the error is mainly economic/causal rather than merely arithmetic.",
"6,31211131",6.3.1.2.1.1.1.3.1,Sophisme d'une masse fixe de travail,crossLink,IsRelatedTo,4,Erreur de raisonnement,0.6,The conclusion rests on an incoherent causal model of the labor market that ignores job creation and demand effects.,
"6,31211131",6.3.1.2.1.1.1.3.1,Sophisme d'une masse fixe de travail,AIF_skosDirectRef,,CauseToEffect_Inference,,,skos:broadMatch,
"6,31211131",6.3.1.2.1.1.1.3.1,Sophisme d'une masse fixe de travail,AIF_skosExceptionRef,,OtherCausalFactorsInvolved_Conflict,,,skos:broadMatch,
"6,312112",6.3.1.2.1.1.2,Distorsion cognitive,crossLink,Leverages,6.3.1.2.1.1,Biais de négativité,0.72,Cognitive distortion often operates by relying on a negativity bias that gives disproportionate weight to adverse interpretations.,
"6,312112",6.3.1.2.1.1.2,Distorsion cognitive,crossLink,Leverages,6.3.1.2.1.1.2.1,Filtrage mental,0.78,"Mental filtering is a common mechanism of cognitive distortion, selecting negative evidence while excluding countervailing positives.",
"6,312112",6.3.1.2.1.1.2,Distorsion cognitive,crossLink,IsRelatedTo,1,Insuffisance,0.62,Interpreting events without concrete evidence typically yields an argument whose support is insufficient for the conclusion.,
"6,312112",6.3.1.2.1.1.2,Distorsion cognitive,crossLink,IsRelatedTo,4,Erreur de raisonnement,0.58,Cognitive distortion involves an incoherent or irrational inferential move from events to an exaggerated conclusion.,
"6,312112",6.3.1.2.1.1.2,Distorsion cognitive,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"6,312112",6.3.1.2.1.1.2,Distorsion cognitive,AIF_skosDirectRef,,Sign_Inference,,,skos:broadMatch,
"6,312112",6.3.1.2.1.1.2,Distorsion cognitive,AIF_skosExceptionRef,,LackOfCompleteKnowledge_Conflict,,,skos:broadMatch,
"6,3121121",6.3.1.2.1.1.2.1,Filtrage mental,crossLink,Leverages,6.3.1.2.1.1.2.1.1,Disqualification du positif,0.86,Mental filtering often works by discounting or excluding positive evidence from the assessment.,
"6,3121121",6.3.1.2.1.1.2.1,Filtrage mental,crossLink,Leverages,6.3.1.2.1.1.2.1.2,Amplification et minimisation,0.78,It commonly amplifies negative features while minimizing successful or positive features.,
"6,3121121",6.3.1.2.1.1.2.1,Filtrage mental,crossLink,IsRelatedTo,6.3.1.2.1.1.2,Distorsion cognitive,0.72,Mental filtering is a specific form of irrational negative interpretation within cognitive distortion.,
"6,3121121",6.3.1.2.1.1.2.1,Filtrage mental,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"6,3121121",6.3.1.2.1.1.2.1,Filtrage mental,AIF_skosDirectRef,,EvidenceToHypothesis_Inference,,,skos:broadMatch,
"6,3121121",6.3.1.2.1.1.2.1,Filtrage mental,AIF_skosExceptionRef,,LackOfCompleteKnowledge_Conflict,,,skos:broadMatch,
"6,31211211",6.3.1.2.1.1.2.1.1,Disqualification du positif,crossLink,Leverages,6.3.1.2.1.1.2.1,Filtrage mental,0.9,Disqualifying positives is a specific way of filtering out positive evidence and attending only to the negative.,
"6,31211211",6.3.1.2.1.1.2.1.1,Disqualification du positif,crossLink,Leverages,6.3.1.2.1.1.2.1.2,Amplification et minimisation,0.82,It minimizes the evidential value of positive experiences by declaring them not to count.,
"6,31211211",6.3.1.2.1.1.2.1.1,Disqualification du positif,AIF_skosDirectRef,,BiasedClassification_Conflict,,,skos:closeMatch,
"6,31211211",6.3.1.2.1.1.2.1.1,Disqualification du positif,AIF_skosDirectRef,,ExceptionalCase_Inference,,,skos:closeMatch,
"6,31211212",6.3.1.2.1.1.2.1.2,Amplification et minimisation,crossLink,Leverages,6.3.1.2.1.1.2.1.1,Disqualification du positif,0.9,Minimizing one's successes is a direct way of discounting or disqualifying positive evidence.,bad_map:skos:relatedMatch
"6,31211212",6.3.1.2.1.1.2.1.2,Amplification et minimisation,crossLink,Leverages,6.3.1.2.1.1.2.1,Filtrage mental,0.75,Amplifying problems and minimizing successes often depends on selectively attending to negative aspects while sidelining positives.,bad_map:skos:relatedMatch
"6,31211212",6.3.1.2.1.1.2.1.2,Amplification et minimisation,AIF_skosDirectRef,,BiasedClassification_Conflict,,,skos:relatedMatch,bad_map:skos:relatedMatch
"6,3121122",6.3.1.2.1.1.2.2,Fausses obligations,crossLink,Allows,6.3.1.2.1.1.2.3,Piège de gratitude,0.72,Le 'piège de gratitude' exploite typiquement une obligation irréaliste du type 'je devrais être plus reconnaissant'.,
