PK,path,decimal_path,depth,Famille,Sous-Famille,Sous-sous-famille,état,carte,niveau,nom_vulgarisé,text_fr,LTfr,Simple_name_en,text_en,LTen,link_fr,link_en,desc_fr,Lfr115,example_fr,Lxfr145,desc_en,Len115,example_en,Lxen145,Simple_name_Farsi,Text_Farsi,LTFarsi,link_Farsi,Description_Farsi,Len115,Example_Farsi,Lxen145,Remarques,latin,exemple politique,political_example_en,proverbe,+liens transverses,type lien transverse,shape,image,svg_color,svg_illustration
880,6.3.3,"6,33",3,Tricherie,"Pensée
biaisée",Dogmatisme,ok,1,3,Biais dogmatique,Dogmatisme,10,,Dogmatic bias,13,https://fr.wikipedia.org/wiki/Idoles_du_Th%C3%A9%C3%A2tre,https://en.wikipedia.org/wiki/Idola_theatri,Vous raisonnez dans un contexte axé sur l'application stricte de concepts théoriques.,85,"En cuisine, il n'y a que l'huile d'olive qui vaille. Je fais donc ma viennoiserie sans beurre.",94,"Reasoning on the basis of the strict, exclusive application of theoretical concepts.",84,,0,,,0,,,0,,0,,Idola theatri,"""Si les gens n'avaient jamais entendu parler d'amour, l'amour n'existerait pas.""  (François de La Rochefoucauld)","Prehistoric men went about hunting lions while the women cared for the children. That's where patriarchy comes from.
",,,,circle,,,
881,6.3.3.1,"6,331",4,Tricherie,"Pensée
biaisée",Dogmatisme,,,,,Contraste injustifié,20,,,0,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/179/Unwarranted-Contrast,,"Votre argument joue sur le contraste ""quelques uns-tous"" pour aboutir à une conclusion sans importance. ",104,Il y a des Chinois pas drôles. Donc je ne désespère pas de trouver des Chinois drôles. ,87,,0,,,,,0,,,0,,,,,,,,,,circle,,,
890,6.3.3.10,"6,3310",5,Tricherie,"Pensée
biaisée",Dogmatisme,,,,,Dogme,5,,,0,https://fr.wikipedia.org/wiki/Dogme,,Votre argument s'appuie sur un dogme. ,38,Nous n'avons pas à discuter de la réintégration des divorcés. ,62,,0,,,,,0,,,0,,,,,,,,,,circle,,,
882,6.3.3.2,"6,332",4,Tricherie,"Pensée
biaisée",Dogmatisme,,,,,Sophisme El Greco,17,,,0,https://en.wikipedia.org/wiki/El_Greco_fallacy,,Votre argument implique qu'une erreur de jugement sur les choses du monde dépend d'une erreur de perception des sens.  ,119,"""Si un boeuf pouvait peindre son dieu, il peindrait surement un boeuf"". (Anaxagore)",83,,0,,,,,0,,,0,,,,,,,,,,circle,,,
883,6.3.3.3,"6,333",4,Tricherie,"Pensée
biaisée",Dogmatisme,,,,,Hypothèse du monde juste,24,,,0,https://fr.wikipedia.org/wiki/Croyance_en_un_monde_juste,,Votre argument suppose que le mérite est récompensé. ,53,"Si tu es malheureux, c'est ton problème, pas le mien. ",54,,0,,,,,0,,,0,,,,,,,,,,circle,,,
884,6.3.3.4,"6,334",4,Tricherie,"Pensée
biaisée",Dogmatisme,,,,,Argument du package,19,,,0,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/139/Package-Deal-Fallacy,,Votre argument suppose que deux choses doivent être associées pour obtenir un résultat. ,88,Il n'a aucune chance de percer en solo sans son groupe. ,56,,0,,,,,0,,,0,,,,,,,,,,circle,,,
885,6.3.3.5,"6,335",4,Tricherie,"Pensée
biaisée",Dogmatisme,,,,,Sophisme de la virtualité,25,,,0,https://en.wikipedia.org/wiki/Virtuality_fallacy,,Vous combinez les prémisses de telle manière qu'un événement n'est pas réel.   ,79,"D'abord, j'ai écrit ""à mort les Arabes"" sur mon mur privé, personne n'y a accès, je n'ai donc insulté  personne. ",113,,0,,,,,0,,,0,,,,,,,,,,circle,,,
886,6.3.3.6,"6,336",4,Tricherie,"Pensée
biaisée",Dogmatisme,,,,,Argument par la physique quantique,34,,,0,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/147/Quantum-Physics-Fallacy,,Vous utilisez la référence à la physique quantique pour justifier votre manque de raisonnement. ,96,"Si deux particules peuvent se synchroniser en temps réel, sans égard pour la vitesse de la lumière, je vois pas pourquoi cela ne serait pas possible. ",150,,0,,,,,0,,,0,,,,,,,,,,circle,,,
887,6.3.3.7,"6,337",4,Tricherie,"Pensée
biaisée",Dogmatisme,,,,,Pseudo-philosophie,18,,,0,https://fr.wikipedia.org/wiki/Pseudo-philosophie,,Votre argument prétend être de nature philosophique. ,53,Et vous gagnerez à tous les coups !,35,,0,,,,,0,,,0,,,,,,,"« Il n'y a point de meilleur moyen pour mettre en vogue ou pour défendre des doctrines étranges et absurdes, que de les munir d'une légion de mots obscurs, douteux et indéterminés. »  (John Locke)",,,circle,,,
888,6.3.3.8,"6,338",4,Tricherie,"Pensée
biaisée",Dogmatisme,,,,,Logocentrisme,13,,,0,http://www.cs.oswego.edu/~blue/xhx/books/semiotics/glossaryL/section41/main.html,,Votre argument privilégie la vue et l'ouïe sur le toucher ou le goût. ,70,Mais enfin on ne peut pas engager la procédure tant qu'elle n'a pas rempli le formulaire !,90,,0,,,,,0,,,0,,,,,,,,,,circle,,,
889,6.3.3.9,"6,339",4,Tricherie,"Pensée
biaisée",Dogmatisme,,,,,Appel au spirituel,18,,,0,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/164/Spiritual-Fallacy,,"Vous argumentez que si une chose ne peut être comprise, elle doit être spirituelle. ",84,Mais toutes les Écritures saintes contiennent des horreurs. Il faut les lire de manière spirituelle et y voir la vérité de l'esprit. ,133,,0,,,,,0,,,0,,,,,,,,,,circle,,,
891,6.3.4,"6,34",3,Tricherie,"Pensée
biaisée",Biais linguisitques (Idola fori),,,,,Biais linguisitques (Idola fori),32,,,0,https://en.wikipedia.org/wiki/Idola_fori,,Votre argument s'appuie sur une correspondance imparfaite entre les mots et les choses. ,88,Il m'a fallu prendre le pouvoir avant que le Prince des ténèbres ne le fasse. ,78,,0,,,,,0,,,0,,,,,,,,5.3.2.3.2,,circle,,,
892,7,7,1,Obstruction,,,ok,1,,,Obstruction,11,,Obstruction,11,,http://www.ditext.com/fearnside/39.html,"Par un artifice, oratoire ou autre, vous faites en sorte que le débat n'ait pas lieu.",85,,0,"Making sure the discussion loses sight of the issue at stake, by any means.",75,"Whatever. I'm not going to waste time discussing this with you.
",64,,,0,,,0,,0,"Un peu de mal avec le nom (Blocage) de cette cat. refus du débat? Couler? destruction? on pourrait avoir 3 sous-cat = fuite, sabotage, attaque.",,,,,,,square,baston générale,#ff2408,
893,7.1,"7,1",2,Obstruction,"Refus
du débat",,ok,1,,,"Refus
du débat",14,,Refusing debate,15,,,Vous vous soustrayez à la discussion pour empêcher toute forme d'argumentation.,79,"Mes positions sont claires, connues de tous, et elles ne changeront pas.",72,Evading debate by means of preventing a rational argumentative discussion.,74,This is not a debatable issue. So let us move on to that other subject.,71,,,0,,,0,,0,"on pourrait inverser les noms de 7 et 7.1. ça deviendrait blocage, voir barricade.",,,,,,,circle,se bouche les oreilles,,
894,7.1.1,"7,11",3,Obstruction,"Refus
du débat","Relativisme
abusif",ok,1,1,Relativisme,"Relativisme
abusif",18,,Relativism,10,,http://www.ditext.com/fearnside/9.html#b,Vous considérez qu'il y a autant de vérités que de points de vue individuels.,77,"C'est peut-être vrai pour toi, mais ça ne l'est pas pour moi.",61,"Arguing that truth is relative to individual subjectivities and perspectives.
",78,That's perhaps true for you. But it's not true for me.,54,,,0,,,0,,0,,,"Vous me dites que la théorie de l'évolution est un fait scientifiquement établi ; mais la science occidentale n'est qu'un système de croyances parmi d'autres !
","Evolution theory might be scientifically proven, but western science is only one particular system of beliefs.",,5.3.2.3.2.1,,circle,horloge spirale,,
895,7.1.1.1,"7,111",4,Obstruction,"Refus
du débat","Relativisme
abusif",,,,,Sophisme subjectiviste,22,,,0,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/171/Subjectivist-Fallacy,,Vous affirmez qu'une position est vrai pour tout le monde sauf pour vous.,73,"Oui, fumer est mauvais pour la santé, mais pas pour moi. ",57,,0,,,,,0,,,0,,,,,,,,,,circle,,,
896,7.1.1.1.1,"7,1111",5,Obstruction,"Refus
du débat","Relativisme
abusif",,,,,Truthiness,10,,,0,https://fr.wikipedia.org/wiki/Truthiness,,"Vous affirmez que quelque chose est vrai parce que ""vous le sentez avec avec vos tripes"".",89,Il y a trop de monde sur cette planète. C'est comme ça. ,56,,0,,,,,0,,,0,,,,,,,,,,circle,,,
897,7.1.1.1.2,"7,1112",5,Obstruction,"Refus
du débat","Relativisme
abusif",,,,,Le droit à mon opinion,22,,,0,https://en.wikipedia.org/wiki/I%27m_entitled_to_my_opinion,,Vous affirmez que le droit de chacun à avoir son opinion est plus important que la vérité. ,91,"Tu votes à droite, je vote à gauche. Qui a raison ? On s'en fiche. ",67,,0,,,,,0,,,0,,,,,,,,,,circle,,,
898,7.1.1.2,"7,112",4,Obstruction,"Refus
du débat","Relativisme
abusif",,,,,Plus faux que faux,18,,,0,http://rationalwiki.org/wiki/Wronger_than_wrong,,Vous mettez sur le même plan deux erreurs de différente gravité. ,65,"La science cherche le chaînon manquant et les religieux sont convaincus que le monde a été créé en 6 jours, et tu penses aux aliens  ?",134,,0,,,,,0,,,0,,,,,,,"t’s a little wrong to say a tomato is a vegetable, it’s very wrong to say it’s a suspension bridge.",,,circle,,,
899,7.1.2,"7,12",3,Obstruction,"Refus
du débat",Sophisme d'Explication,,2,,,Sophisme d'Explication,22,,Fallacy of explanation,22,,http://www.onegoodmove.org/fallacy/explan_index.htm,Vous induisez en erreur en prétendant expliquer des choses.,59,Pourquoi la mer est bleue ? Parce que les dauphins pleurent. ,61,Misleading the debate by pretending to explain things.,54,,0,,,0,,,0,,0,,,,,,,,circle,,,
900,7.1.2.1,"7,121",4,Obstruction,"Refus
du débat",Sophisme d'Explication,ok,1,,Affirmation invérifiable,"Postulat
infalsifiable",22,,Unfalsifiability,16,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/178/Unfalsifiability,Vous avancez une thèse qui ne peut être ni corroborée ni infirmée par l'expérience ou le raisonnement.,102,C'est une voix intérieure qui m'a ordonné de faire cela...,58,Asserting a theory or hypothesis which cannot possibly be contradicted by observation or experimentation.,105,"When I'm alone, a man from the future speaks to me, but only I can see or hear him.
",84,,,0,,,0,,0,,,,,,,,circle,,,
901,7.1.2.1.1,"7,1211",5,Obstruction,"Refus
du débat",Sophisme d'Explication,,,,,Argument autocollant,20,,,0,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/160/Self-Sealing-Argument,,Vous présentez un argument pour lequel aucune forme de justification ne peut être apportée. ,92,Tout ce qui m'arrive dans la vie est la conséquence du destin. ,63,,0,,,,,0,,,0,,,,,,,,,,circle,,,
902,7.1.2.1.2,"7,1212",5,Obstruction,"Refus
du débat",Sophisme d'Explication,,,,,Intestabilité,13,,,0,http://www.onegoodmove.org/fallacy/untest.htm,,Vous présentez un argument pour lequel aucun test de prévisibilité ne peut être effectué. ,90,"Nous contournons le triangle de Bermudes, car il est trop dangereux. ",69,,0,,,,,0,,,0,,,,,,,,,,circle,,,
903,7.1.2.2,"7,122",4,Obstruction,"Refus
du débat",Sophisme d'Explication,ok,2,,Superficialité,Profondeur limitée,18,Superficiality,Limited depth,13,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/118/Limited-Depth,"Vous analysez un phénomène de manière simpliste, sans en rechercher les véritables causes.",90,Mon chien fouille dans les poubelles parce que... c'est un chien !,66,"Failing to engage with the underlying causes of a phenomenon, thus resorting to superficial assertions.",103,My dog goes through our garbage because it's a dog.,51,,,0,,,0,,0,liens t profonditude,,,,,2.2.1.2.2,,circle,,,
904,7.1.2.2.1,"7,1221",5,Obstruction,"Refus
du débat",Sophisme d'Explication,,,,,Réfutation lapidaire,20,,,0,https://en.wikipedia.org/wiki/Argumentum_ad_lapidem,,"Vous qualifiez l'argument de votre adversaire d'absurde, sans en apporter de démonstration. ",92,Il est absurde de croire que j'aurai pu ne pas payer mes impôts pendant cinq ans. ,82,,0,,,,,0,,,0,,,,,,,,,,circle,,,
905,7.1.2.2.1.1,"7,12211",6,Obstruction,"Refus
du débat",Sophisme d'Explication,,,,,Balayer d'un rever de main,26,,,0,http://rationalwiki.org/wiki/Handwave,,Vous rejetez une partie de l'argument de votre adversaire comme insignifiante. ,79,Mais nous n'avons pas besoin d'attendre six mois de plus les résultats de cette enquête. ,89,,0,,,,,0,,,0,,,,,,,,,,circle,,,
906,7.1.2.3,"7,123",4,Obstruction,"Refus
du débat",Sophisme d'Explication,,,,,Portée limitée,14,,,0,http://www.onegoodmove.org/fallacy/liscope.htm,,Votre argument est valide mais n'explique que le phénomène en question et pas sa relation aux autres phénomènes.  ,114,Les gens souffrent de schizophrénie parce que différents composants de leurs cerveaux se désagrègent. ,102,,0,,,,,0,,,0,,,,,,,,,,circle,,,
907,7.1.2.4,"7,124",4,Obstruction,"Refus
du débat",Sophisme d'Explication,,,,,Mauvais Support,15,,,0,http://www.onegoodmove.org/fallacy/nonsup.htm,,Votre argument apporte des prémisses défectueuses. ,51,"Si j'ai d'aussi bonnes évaluations, c'est que les élèves m'adorent. ",68,,0,,,,,0,,,0,,,,,,,,,,circle,,,
908,7.1.2.5,"7,125",4,Obstruction,"Refus
du débat",Sophisme d'Explication,,,,,Support subverti,16,,,0,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/172/Subverted-Support,,Votre argument vise à expliquer un phénomène qui n'a pas réellement lieu. ,74,L'économie française court à sa perte depuis l'élection du nouveau président. ,78,,0,,,,,0,,,0,,,,,,,,,,circle,,,
909,7.1.3,"7,13",3,Obstruction,"Refus
du débat",Preuve par assertion,ok,2,,,Preuve par assertion,20,,Proof by assertion,18,,https://en.wikipedia.org/wiki/Proof_by_assertion,Vous affirmez une proposition de manière suffisamment forte et répétée pour lui confèrer une apparence de solidité.,115,"Vous pouvez me croire sur parole : en deux semaines, j'aurai enseigné la physique quantique à votre enfant.",107,"Using the mere assertivity of one's discourse as argumentation.
",64,"Believe me, I can teach your kid quantum physics in two weeks.",62,,,0,,,0,,0,,,Je le répète : notre pays sera plus stable et plus puissant si c'est moi qui le dirige.,"Let me say it again: with me, our country will be strong and stable.",,,,circle,,,
910,7.1.3.1,"7,131",4,Obstruction,"Refus
du débat",Preuve par assertion,,,,,Défaut d'élucidation (Obscurum per Obscurius),45,,,0,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/85/Failure_to_Elucidate,,Votre argument rend les définitions plus difficile à comprendre que les concepts. ,82,"Quand je dis que je n'aime pas son aura, c'est son air lumineux et arrogant que je n'aime pas. ",95,,0,,,,,0,,,0,,,,,,,,,,circle,,,
911,7.1.3.2,"7,132",4,Obstruction,"Refus
du débat",Preuve par assertion,,,,,Parler vite,11,,,0,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/46/Argument-by-Fast-Talking,,Votre argument repose sur la confiance que vous transmettez en parlant vite. ,77,"Donc je redivise par 5, je passe x de l'autre côté et je passe tout carré. Tu me suis ?",87,,0,,,,,0,,,0,,,,,,,,,,circle,,,
912,7.1.3.3,"7,133",4,Obstruction,"Refus
du débat",Preuve par assertion,ok,1,2,Guerre d'usure,"Argumentum
ad nauseam",21,Argument from repetition,Ad nauseam,10,https://fr.wikipedia.org/wiki/Argumentum_ad_nauseam,https://en.wikipedia.org/wiki/Ad_nauseam,Vous répétez inlassablement votre position pour venir à bout de toute vélléité de contestation.,95,Les produits laitiers sont nos amis pour la vie. Ils sont excellents pour la santé. En plus ils sont vraiment bon pour nous. Ils permettent d'être en forme.,156,Repeatedly stating one's point until everyone grows tired of it and gives up arguing.,85,"It is written in all magazines that when you shave your legs, it grows even stronger.",85,,,0,,,0,,0,exemple bof,"argumentum ad nauseam, argumentum ad infinitum, argument par répétition",,,,,,circle,gramophone,,
913,7.1.3.3.1,"7,1331",5,Obstruction,"Refus
du débat",Preuve par assertion,,,,,Lavage de cerveau,17,,,0,https://fr.wikipedia.org/wiki/Lavage_de_cerveau,,Votre argument vise à reconditionner votre adversaire. ,55,Tu n'es qu'une racaille capitaliste. ,37,,0,,,,,0,,,0,,,,Delenda Carthago: il faut détruire Carthage (Caton l'Ancien).,,,,,,circle,,,
914,7.1.3.3.2,"7,1332",5,Obstruction,"Refus
du débat",Preuve par assertion,,,,,Delenda Carthago,16,,,0,https://fr.wikipedia.org/wiki/Delenda_Carthago,,"Votre argument fait état de votre obsession, en ce que vous répétez invariablement la même chose. ",98,"En outre, je pense que nous devrions pas avoir de relation avec le régime Syrien. ",82,,0,,,,,0,,,0,,,,,,,,,,circle,,,
915,7.1.3.4,"7,134",4,Obstruction,"Refus
du débat",Preuve par assertion,,,,,Langage idiosynchratique,24,,,0,http://www.ditext.com/fearnside/51.html,,Votre argument tort le langage pour lui faire dire quelque chose de conforme à vos objectifs. ,94,La Chine est une république populaire. ,39,,0,,,,,0,,,0,,,,,,,,2.1.1.3.2,,circle,,,
916,7.1.3.5,"7,135",4,Obstruction,"Refus
du débat",Preuve par assertion,,,,,Nier la contre-preuve,21,,,0,http://www.bargain-storage.com/uploads/9/8/7/4/9874916/attacking.faulty.reasoning.a.practical.guide.to.fallacyfree.arguments.pdf#page=207,,Vous niez la validité de la contre-preuve apportée par votre adversaire. ,73,Que cette individu ai réussi à traverser la Manche à la nage ne prouve pas que nous pouvons aussi y arriver. ,109,,0,,,,,0,,,0,,,,,,,,,,circle,,,
917,7.1.3.5.1,"7,1351",5,Obstruction,"Refus
du débat",Preuve par assertion,,,,,Argument par l'acharnement,26,,,0,http://www.don-lindsay-archive.org/skeptic/arguments.html#dogged,,Vous niez la validité d'un argument pourtant largement démontré et reconnu par ailleurs. ,89,Je ne crois à la validité des lois électromagnétiques et n'y ai jamais cru. ,76,,0,,,,,0,,,0,,,,,,,,,,circle,,,
918,7.1.3.5.1.1,"7,13511",6,Obstruction,"Refus
du débat",Preuve par assertion,,,,,Négationisme,12,,,0,https://en.wikipedia.org/wiki/Denialism,,Vous niez des aspects de la réalité pour éviter de vous confronter à des vérités psychologiques inconfortables. ,112,"Le SIDA, c'est la faute d'homosexuels zoophiles. ",49,,0,,,,,0,,,0,,,,,,,,,,circle,,,
919,7.1.3.5.2,"7,1352",5,Obstruction,"Refus
du débat",Preuve par assertion,,,,,Appel à la censure,18,,,0,http://rationalwiki.org/wiki/Appeal_to_censorship,,Vous invoquez l'absence (contrainte) de réponse à votre argument comme la preuve de sa validité. ,97,Tout le monde aime les Conservateurs. La preuve en est que personne ne leur écrit pour se plaindre de leur gouvernement. ,121,,0,,,,,0,,,0,,,,,,,,,,circle,,,
920,7.1.3.6,"7,136",4,Obstruction,"Refus
du débat",Preuve par assertion,,,,,Clamer la victoire malgré la défaite,36,,,0,https://fr.wikisource.org/wiki/L%E2%80%99Art_d%E2%80%99avoir_toujours_raison/Stratag%C3%A8me_XIV,,Vous manquez de convaincre votre adversaire mais vous clamez la victoire tout de même. ,87,Les Israéliens nous ont frappés durement mais nous avons tout de même remporté la bataille. ,92,,0,,,,,0,,,0,,,,,,,,,,circle,,,
921,7.1.3.7,"7,137",4,Obstruction,"Refus
du débat",Preuve par assertion,,,,,Plus c'est gros,15,, plus ça passe,14,,https://en.wikipedia.org/wiki/Big_lie,Votre argument exagère délibérément pour induire votre adversaire en erreur. ,77,"Si, je t'assure, il donnait des consoles de jeux vidéos gratuitement dans la rue. ",82,,0,,,,,0,,,0,,,,,,,,,,circle,,,
